Product ID,Product Name,Category,Brand Score,Cost Price (cp),Selling Price (sp),Days to Expire,Demand Factor,Quantity Left,Discount (%),Adjusted Price
P00341,Tomato,Produce,5,12.42,17.27,7,0.55,159,13.8,14.89
P00342,Butter,Dairy,4,22.53,27.51,9,0.73,376,11.88,24.24
P00343,Sausage,Meat,1,50.42,67.52,19,0.52,269,9.87,60.86
P00344,Fish Fillet,Meat,1,81.16,100.95,18,0.68,478,9.18,91.68
P00345,Milk,Dairy,2,69.18,85.92,20,0.24,340,10.44,76.95
P00346,Pork Chops,Meat,4,19.54,22.26,8,0.61,275,13.71,19.21
P00347,Frozen Fries,Frozen,5,29.89,37.35,15,0.82,311,5.37,35.34
P00348,Ice Cream,Frozen,3,99.79,129.04,10,0.53,53,14.13,110.81
P00349,Yogurt,Dairy,3,38.07,48.81,7,0.62,188,15.57,41.21
P00350,Chicken Breast,Meat,4,74.98,96.05,3,0.44,424,18.99,77.81
P00351,Milk,Dairy,3,68.32,93.66,6,0.94,389,13.44,81.07
P00352,Lettuce,Produce,2,59.67,73.54,14,0.97,128,8.37,67.38
P00353,Minced Beef,Meat,2,67.64,86.1,1,0.79,462,19.74,69.1
P00354,Carrot,Produce,5,48.66,53.61,7,0.36,395,15.51,45.3
P00355,Cream,Dairy,1,81.96,107.76,12,0.46,244,15.66,90.88
P00356,Cheese,Dairy,4,57.49,77.94,20,0.51,210,5.61,73.57
P00357,Frozen Pizza,Frozen,3,41.68,53.48,6,0.85,371,14.25,45.86
P00358,Donut,Bakery,5,17.63,20.34,4,0.39,69,17.49,16.78
P00359,Banana,Produce,2,55.97,70.93,5,0.66,226,17.91,58.23
P00360,Carrot,Produce,5,72.41,98.34,6,0.64,260,13.74,84.83
P00361,Croissant,Bakery,2,38.31,49.05,2,0.89,497,18.09,40.18
P00362,Butter,Dairy,2,27.56,34.55,18,0.6,263,8.7,31.54
P00363,Sausage,Meat,4,73.91,94.42,6,0.27,25,18.27,77.17
P00364,Banana,Produce,1,34.74,45.68,6,0.82,299,16.92,37.95
P00365,Fish Fillet,Meat,5,20.19,23.13,18,0.86,197,2.76,22.49
P00366,Frozen Pizza,Frozen,4,59.17,88.51,4,0.79,344,15.09,75.15
P00367,Banana,Produce,1,50.48,62.57,3,0.55,70,21.6,49.05
P00368,Apple,Produce,5,72.02,104.03,20,0.71,94,2.61,101.31
P00369,Ice Cream,Frozen,2,83.22,118.35,19,0.48,153,9.03,107.66
P00370,Frozen Fries,Frozen,2,39.13,54.06,10,0.66,497,14.16,46.41
P00371,Frozen Pizza,Frozen,2,96.65,136.69,2,0.99,453,17.19,113.19
P00372,Tomato,Produce,2,32.47,44.96,8,0.81,356,14.31,38.53
P00373,Sausage,Meat,2,61.97,74.83,14,0.5,48,12.6,65.4
P00374,Butter,Dairy,5,77.48,106.76,12,0.56,259,9.96,96.13
P00375,Donut,Bakery,1,88.2,126.91,3,0.78,244,19.53,102.12
P00376,Bread,Bakery,5,45.79,68.1,7,0.6,175,13.35,59.01
P00377,Muffin,Bakery,5,62.01,82.25,16,0.83,467,4.53,78.52
P00378,Milk,Dairy,1,66.36,95.21,1,0.3,449,25.35,71.07
P00379,Carrot,Produce,4,10.06,14.92,7,1.0,475,10.95,13.29
P00380,Tomato,Produce,3,24.31,35.81,9,0.27,194,17.22,29.64
P00381,Bread,Bakery,3,69.81,94.91,2,0.52,166,20.22,75.72
P00382,Carrot,Produce,1,73.33,80.69,16,0.26,313,14.46,69.02
P00383,Lettuce,Produce,4,10.84,14.94,4,0.99,226,13.29,12.95
P00384,Carrot,Produce,1,30.61,34.76,4,0.28,198,23.28,26.67
P00385,Croissant,Bakery,4,79.61,111.55,5,0.71,356,15.06,94.75
P00386,Spinach,Produce,5,60.7,81.59,6,0.55,379,14.55,69.72
P00387,Tomato,Produce,2,92.79,124.94,15,0.89,54,8.34,114.52
P00388,Yogurt,Dairy,1,63.06,79.05,14,0.45,81,14.25,67.79
P00389,Banana,Produce,1,32.34,43.35,20,0.43,491,9.93,39.05
P00390,Cheese,Dairy,2,56.6,73.8,13,0.44,37,13.89,63.55
P00391,Carrot,Produce,4,20.15,26.19,20,0.26,465,7.86,24.13
P00392,Cheese,Dairy,3,21.88,31.6,19,0.54,289,7.29,29.3
P00393,Carrot,Produce,1,11.5,12.96,9,0.37,482,18.72,10.53
P00394,Butter,Dairy,5,35.78,49.56,14,0.54,215,8.64,45.28
P00395,Cream,Dairy,5,65.44,79.25,10,0.26,481,14.16,68.03
P00396,Apple,Produce,5,39.41,52.6,3,0.45,233,17.7,43.29
P00397,Spinach,Produce,2,17.76,22.62,15,0.69,38,10.14,20.33
P00398,Croissant,Bakery,1,11.14,12.87,1,0.33,497,25.08,9.64
P00399,Donut,Bakery,5,80.47,111.72,6,0.5,393,15.0,94.96
P00400,Bread,Bakery,1,40.15,51.06,17,0.25,374,13.8,44.01
P00401,Frozen Pizza,Frozen,4,50.97,63.41,16,0.89,95,5.19,60.12
P00402,Croissant,Bakery,3,79.6,116.03,4,0.38,270,19.98,92.85
P00403,Milk,Dairy,1,32.01,41.25,13,0.94,101,10.59,36.88
P00404,Cream,Dairy,4,30.21,36.23,11,0.42,49,13.17,31.46
P00405,Frozen Vegetables,Frozen,1,55.18,80.61,6,0.38,274,20.88,63.78
P00406,Butter,Dairy,1,88.93,128.63,10,0.46,293,17.16,106.56
P00407,Chicken Breast,Meat,3,28.06,37.19,10,0.79,134,11.79,32.81
P00408,Pork Chops,Meat,5,97.47,146.12,7,0.79,289,11.64,129.11
P00409,Apple,Produce,1,93.92,104.21,18,0.48,439,10.98,92.77
P00410,Cheese,Dairy,1,78.3,97.91,10,0.28,281,18.78,79.52
P00411,Carrot,Produce,4,96.51,143.71,5,0.77,57,14.52,122.84
P00412,Yogurt,Dairy,5,47.18,68.8,15,0.98,53,3.93,66.1
P00413,Frozen Pizza,Frozen,5,22.02,31.44,3,0.67,41,15.72,26.5
P00414,Minced Beef,Meat,2,36.25,52.21,13,0.76,386,11.01,46.46
P00415,Muffin,Bakery,4,34.48,38.96,7,0.31,404,17.16,32.27
P00416,Frozen Pizza,Frozen,2,19.51,24.97,11,0.53,284,14.58,21.33
P00417,Croissant,Bakery,4,37.75,45.53,4,0.27,423,19.77,36.53
P00418,Donut,Bakery,1,29.35,42.34,5,0.27,137,22.62,32.76
P00419,Bagel,Bakery,5,14.41,17.57,6,0.22,217,17.52,14.49
P00420,Fish Fillet,Meat,5,32.49,41.74,5,0.3,41,17.55,34.41
P00421,Apple,Produce,2,84.13,105.07,3,0.67,142,19.32,84.77
P00422,Milk,Dairy,1,27.8,37.76,5,0.27,443,22.62,29.22
P00423,Bread,Bakery,1,94.81,106.21,19,0.55,380,9.6,96.01
P00424,Sausage,Meat,1,44.45,56.48,12,0.37,105,16.47,47.18
P00425,Muffin,Bakery,4,89.51,99.7,20,0.69,341,3.99,95.72
P00426,Bagel,Bakery,4,89.45,115.53,3,0.42,80,19.17,93.38
P00427,Minced Beef,Meat,5,32.42,48.55,18,0.84,205,2.94,47.12
P00428,Bagel,Bakery,5,80.33,99.42,19,0.6,208,4.35,95.1
P00429,Croissant,Bakery,1,38.7,45.96,9,0.25,251,19.8,36.86
P00430,Frozen Vegetables,Frozen,5,99.96,148.9,4,0.4,133,17.4,122.99
P00431,Donut,Bakery,1,78.76,116.5,19,0.88,418,6.63,108.78
P00432,Pork Chops,Meat,2,25.85,34.56,12,0.93,24,10.23,31.02
P00433,Donut,Bakery,5,22.79,33.71,16,0.63,99,6.33,31.58
P00434,Chicken Breast,Meat,1,15.06,20.19,1,0.62,10,22.47,15.65
P00435,Donut,Bakery,2,82.58,102.09,6,0.94,442,14.64,87.14
P00436,Bread,Bakery,1,23.29,32.18,5,0.82,443,17.67,26.49
P00437,Frozen Vegetables,Frozen,1,43.62,64.42,13,0.67,182,13.02,56.03
P00438,Muffin,Bakery,2,97.83,136.27,14,0.83,259,9.63,123.15
P00439,Croissant,Bakery,5,72.42,106.57,12,0.38,311,11.58,94.23
P00440,Carrot,Produce,3,76.06,92.63,6,0.78,495,14.88,78.85
P00441,Frozen Berries,Frozen,5,12.91,17.31,20,0.38,299,5.58,16.34
P00442,Butter,Dairy,2,39.81,45.03,12,0.99,95,9.69,40.67
P00443,Cheese,Dairy,4,11.03,13.06,3,0.48,412,18.63,10.63
P00444,Milk,Dairy,1,44.73,62.31,6,0.91,262,16.11,52.27
P00445,Pork Chops,Meat,5,43.78,62.67,19,0.72,361,3.27,60.62
P00446,Apple,Produce,4,16.63,23.92,10,0.22,143,15.72,20.16
P00447,Milk,Dairy,3,25.31,31.64,3,0.64,469,18.39,25.82
P00448,Cheese,Dairy,5,98.67,143.79,1,0.55,344,18.3,117.48
P00449,Lettuce,Produce,4,24.14,27.53,7,0.98,219,11.13,24.47
P00450,Frozen Fries,Frozen,3,69.45,84.66,4,0.24,302,21.24,66.68
P00451,Frozen Berries,Frozen,2,14.91,16.42,3,0.44,348,21.39,12.91
P00452,Frozen Berries,Frozen,2,18.73,22.15,10,0.98,252,11.28,19.65
P00453,Cheese,Dairy,4,52.39,76.38,9,0.27,288,16.02,64.14
P00454,Minced Beef,Meat,3,89.69,111.91,15,0.24,235,12.99,97.37
P00455,Pork Chops,Meat,2,85.34,113.14,5,0.8,351,16.65,94.3
P00456,Milk,Dairy,3,82.74,104.72,19,0.38,41,8.73,95.58
P00457,Fish Fillet,Meat,4,96.91,133.23,16,0.66,130,7.26,123.56
P00458,Pork Chops,Meat,1,45.53,65.63,2,0.6,471,21.9,51.26
P00459,Frozen Fries,Frozen,5,23.27,34.43,15,0.34,95,9.69,31.09
P00460,Apple,Produce,2,13.84,15.66,14,0.36,431,13.86,13.49
P00461,Lettuce,Produce,3,38.78,53.94,3,0.27,294,21.72,42.22
P00462,Fish Fillet,Meat,3,87.1,113.92,1,0.83,329,18.18,93.21
P00463,Frozen Fries,Frozen,4,20.13,23.35,19,0.67,398,4.92,22.2
P00464,Milk,Dairy,5,80.16,113.37,18,0.9,459,2.4,110.65
P00465,Pork Chops,Meat,4,68.93,91.59,16,0.23,151,11.13,81.4
P00466,Minced Beef,Meat,5,64.78,89.23,2,0.52,460,17.82,73.33
P00467,Croissant,Bakery,1,77.12,113.24,12,0.22,428,17.82,93.06
P00468,Muffin,Bakery,3,85.86,123.92,4,0.98,126,14.58,105.85
P00469,Banana,Produce,4,79.66,97.85,14,0.68,55,8.58,89.45
P00470,Carrot,Produce,2,92.21,116.45,16,0.81,454,8.31,106.77
P00471,Bread,Bakery,5,81.23,91.49,17,0.52,409,6.57,85.48
P00472,Frozen Fries,Frozen,1,25.64,37.18,7,0.87,137,15.72,31.34
P00473,Butter,Dairy,1,92.62,127.99,9,0.49,247,17.64,105.41
P00474,Frozen Berries,Frozen,1,71.31,85.34,16,0.68,100,10.68,76.23
P00475,Fish Fillet,Meat,5,41.48,48.34,9,0.8,362,10.05,43.48
P00476,Cheese,Dairy,1,44.79,52.19,19,0.82,119,7.17,48.45
P00477,Tomato,Produce,2,70.99,85.73,14,0.61,452,11.61,75.78
P00478,Butter,Dairy,2,68.26,91.5,1,0.38,321,23.43,70.06
P00479,Muffin,Bakery,4,90.59,130.51,15,0.4,248,10.35,117.0
P00480,Donut,Bakery,5,45.74,52.19,17,1.0,441,2.25,51.02
P00481,Donut,Bakery,5,64.81,79.03,4,0.59,182,15.69,66.63
P00482,Muffin,Bakery,3,33.5,46.38,10,0.35,274,15.75,39.08
P00483,Spinach,Produce,5,46.37,56.93,5,0.78,345,13.23,49.4
P00484,Pork Chops,Meat,3,91.62,115.61,2,0.67,302,18.87,93.79
P00485,Banana,Produce,2,71.77,97.27,16,0.93,353,7.23,90.24
P00486,Donut,Bakery,3,86.09,123.65,18,0.34,59,9.84,111.48
P00487,Minced Beef,Meat,3,75.27,99.63,6,0.96,470,13.26,86.42
P00488,Bread,Bakery,2,41.98,58.67,10,0.54,464,15.24,49.73
P00489,Muffin,Bakery,3,62.7,80.6,4,0.58,453,18.18,65.95
P00490,Frozen Fries,Frozen,5,16.41,23.89,17,0.3,358,8.55,21.85
P00491,Fish Fillet,Meat,3,47.18,68.33,5,0.31,112,19.86,54.76
P00492,Bagel,Bakery,5,90.36,135.06,5,0.45,376,16.2,113.18
P00493,Spinach,Produce,4,39.94,59.7,11,0.71,12,10.56,53.4
P00494,Pork Chops,Meat,2,78.51,91.66,6,0.59,400,17.79,75.35
P00495,Yogurt,Dairy,5,49.03,62.35,14,0.97,206,4.77,59.38
P00496,Milk,Dairy,5,27.95,34.92,1,0.91,397,15.06,29.66
P00497,Ice Cream,Frozen,1,70.91,95.78,8,0.38,459,19.38,77.22
P00498,Muffin,Bakery,2,19.24,25.04,10,0.33,431,17.13,20.75
P00499,Cheese,Dairy,3,51.03,66.75,17,0.47,464,9.42,60.46
P00500,Banana,Produce,4,42.33,49.75,13,0.22,124,13.47,43.05
P00501,Apple,Produce,1,63.07,73.64,12,0.77,415,12.87,64.16
P00502,Butter,Dairy,3,79.41,107.14,20,1.0,348,2.4,104.57
P00503,Milk,Dairy,1,72.08,91.3,13,0.3,139,16.35,76.37
P00504,Minced Beef,Meat,2,72.57,98.12,10,0.54,61,15.24,83.17
P00505,Frozen Vegetables,Frozen,5,64.51,74.5,4,0.61,326,15.51,62.95
P00506,Cheese,Dairy,1,80.63,104.75,20,0.36,144,10.56,93.69
P00507,Ice Cream,Frozen,3,73.31,89.3,2,0.64,476,19.14,72.21
P00508,Tomato,Produce,4,39.75,43.77,3,0.93,437,14.58,37.39
P00509,Frozen Berries,Frozen,2,95.45,134.76,3,0.78,61,18.33,110.06
P00510,Croissant,Bakery,4,98.98,120.6,15,0.24,426,11.79,106.38
P00511,Spinach,Produce,3,42.42,58.15,14,0.79,58,8.79,53.04
P00512,Milk,Dairy,2,69.7,81.42,12,0.92,499,10.32,73.02
P00513,Frozen Vegetables,Frozen,1,43.54,53.86,4,0.52,243,21.12,42.48
P00514,Bagel,Bakery,4,81.99,111.47,6,0.29,366,18.09,91.31
P00515,Yogurt,Dairy,1,47.44,63.39,19,0.74,102,7.89,58.39
P00516,Frozen Berries,Frozen,3,65.02,93.96,5,0.59,259,17.34,77.67
P00517,Butter,Dairy,4,14.14,17.03,11,0.21,454,15.06,14.47
P00518,Frozen Fries,Frozen,5,30.16,44.71,11,0.62,362,10.17,40.16
P00519,Frozen Pizza,Frozen,4,69.55,83.42,12,0.73,338,9.63,75.39
P00520,Minced Beef,Meat,5,90.29,121.46,1,0.71,90,16.86,100.98
P00521,Frozen Berries,Frozen,4,88.25,99.72,16,0.46,179,9.06,90.69
P00522,Bread,Bakery,5,30.04,40.77,13,0.85,50,6.6,38.08
P00523,Sausage,Meat,5,50.33,72.61,15,0.45,264,8.7,66.29
P00524,Milk,Dairy,4,47.11,62.32,1,0.86,415,16.71,51.91
P00525,Frozen Fries,Frozen,3,90.11,119.39,15,0.96,196,6.51,111.62
P00526,Yogurt,Dairy,4,39.88,56.11,20,0.58,346,4.98,53.32
P00527,Bagel,Bakery,1,18.77,25.59,1,0.47,434,23.82,19.49
P00528,Donut,Bakery,5,43.65,49.87,6,0.59,430,14.19,42.79
P00529,Chicken Breast,Meat,3,64.98,76.35,13,0.37,432,13.32,66.18
P00530,Tomato,Produce,3,19.7,24.94,19,0.3,466,9.45,22.58
P00531,Sausage,Meat,5,96.06,110.84,16,0.2,386,10.2,99.53
P00532,Cream,Dairy,4,85.49,110.55,17,0.82,476,5.07,104.95
P00533,Tomato,Produce,5,25.63,36.55,4,0.51,317,16.41,30.55
P00534,Frozen Vegetables,Frozen,5,89.33,113.22,20,0.93,400,0.63,112.51
P00535,Banana,Produce,4,96.72,143.94,15,0.84,80,6.39,134.74
P00536,Fish Fillet,Meat,5,36.9,50.94,11,0.77,488,8.82,46.45
P00537,Ice Cream,Frozen,2,28.87,40.01,12,0.94,77,10.14,35.95
P00538,Lettuce,Produce,5,72.49,89.09,4,0.81,297,13.71,76.88
P00539,Fish Fillet,Meat,5,94.84,131.26,18,0.43,443,6.63,122.56
P00540,Chicken Breast,Meat,5,19.58,24.52,2,0.74,112,15.84,20.64
P00541,Croissant,Bakery,3,71.51,82.85,2,0.75,161,18.15,67.81
P00542,Lettuce,Produce,1,42.28,54.16,20,0.89,388,5.79,51.02
P00543,Ice Cream,Frozen,5,45.0,58.7,10,0.75,34,9.75,52.98
P00544,Sausage,Meat,4,96.1,143.22,11,0.97,37,8.22,131.45
P00545,Cheese,Dairy,2,65.85,93.0,15,0.86,476,8.61,84.99
P00546,Donut,Bakery,5,76.46,90.11,7,0.44,100,14.79,76.78
P00547,Yogurt,Dairy,2,76.16,87.41,2,0.54,294,21.24,68.84
P00548,Croissant,Bakery,2,62.56,75.2,11,0.57,489,14.22,64.51
P00549,Spinach,Produce,2,93.58,125.28,20,0.87,164,4.77,119.3
P00550,Fish Fillet,Meat,5,42.23,59.7,11,0.62,499,10.17,53.63
P00551,Lettuce,Produce,1,80.76,93.98,18,0.63,57,9.63,84.93
P00552,Croissant,Bakery,2,69.7,85.9,10,0.37,395,16.77,71.49
P00553,Frozen Fries,Frozen,4,99.7,142.52,1,0.29,187,21.84,111.39
P00554,Minced Beef,Meat,5,92.67,110.98,2,0.75,174,15.75,93.5
P00555,Chicken Breast,Meat,4,33.09,45.98,1,0.93,430,16.08,38.59
P00556,Donut,Bakery,5,50.1,55.99,7,0.46,52,14.61,47.81
P00557,Yogurt,Dairy,5,57.99,78.33,7,0.74,406,12.09,68.86
P00558,Tomato,Produce,4,85.21,100.74,14,0.72,491,8.22,92.46
P00559,Yogurt,Dairy,1,51.33,63.27,3,0.26,101,24.21,47.95
P00560,Donut,Bakery,1,61.75,73.55,9,0.53,240,17.28,60.84
P00561,Sausage,Meat,3,11.52,15.77,18,0.2,378,11.1,14.02
P00562,Frozen Pizza,Frozen,5,14.1,20.29,12,0.94,64,6.54,18.96
P00563,Muffin,Bakery,5,17.79,25.01,15,0.51,430,8.16,22.97
P00564,Butter,Dairy,2,58.01,66.98,13,0.84,444,10.29,60.09
P00565,Frozen Vegetables,Frozen,2,36.83,53.58,12,0.97,15,9.87,48.29
P00566,Frozen Fries,Frozen,2,21.09,23.24,20,0.52,290,7.92,21.4
P00567,Cheese,Dairy,2,77.35,113.04,12,0.37,473,15.27,95.78
P00568,Ice Cream,Frozen,2,26.56,35.77,9,0.36,102,17.61,29.47
P00569,Frozen Pizza,Frozen,5,51.51,67.99,10,0.74,138,9.84,61.3
P00570,Yogurt,Dairy,5,53.85,66.36,5,0.74,130,13.59,57.34
P00571,Cheese,Dairy,5,16.28,19.17,16,0.56,325,6.96,17.84
P00572,Donut,Bakery,2,60.9,75.87,11,0.97,96,10.62,67.81
P00573,Cheese,Dairy,2,80.71,111.77,14,0.42,194,13.32,96.88
P00574,Tomato,Produce,3,89.01,114.39,12,0.82,259,10.02,102.93
P00575,Frozen Pizza,Frozen,2,68.1,77.14,9,0.89,81,12.84,67.24
P00576,Ice Cream,Frozen,3,76.02,102.68,3,0.91,444,15.96,86.29
P00577,Frozen Pizza,Frozen,5,62.1,87.42,7,0.93,292,10.38,78.35
P00578,Donut,Bakery,5,52.49,74.02,12,0.51,466,10.41,66.31
P00579,Frozen Vegetables,Frozen,2,51.82,67.58,13,0.49,15,13.44,58.5
P00580,Lettuce,Produce,2,78.15,90.35,6,0.34,495,20.04,72.24
P00581,Ice Cream,Frozen,4,94.53,105.51,16,0.39,145,9.69,95.29
P00582,Croissant,Bakery,1,70.17,91.72,12,0.51,479,15.21,77.77
P00583,Chicken Breast,Meat,1,98.25,120.81,17,0.71,150,9.66,109.14
P00584,Donut,Bakery,5,61.31,76.68,13,0.49,344,9.84,69.13
P00585,Cream,Dairy,3,43.87,64.18,17,0.52,428,8.97,58.42
P00586,Bagel,Bakery,4,89.85,99.07,5,0.55,127,16.5,82.72
P00587,Cream,Dairy,3,29.04,34.12,12,0.68,428,11.28,30.27
P00588,Yogurt,Dairy,4,83.01,115.23,16,0.74,255,6.54,107.69
P00589,Lettuce,Produce,2,68.25,86.29,8,0.23,303,19.53,69.44
P00590,Ice Cream,Frozen,2,66.66,74.37,19,0.32,95,10.47,66.58
P00591,Croissant,Bakery,5,96.24,128.94,19,0.71,459,3.36,124.61
P00592,Bread,Bakery,2,50.43,75.5,16,0.34,435,12.54,66.03
P00593,Fish Fillet,Meat,2,81.52,116.43,6,0.7,271,16.8,96.87
P00594,Croissant,Bakery,3,93.01,124.5,3,0.38,207,20.73,98.69
P00595,Spinach,Produce,1,28.21,40.73,17,0.75,433,9.3,36.94
P00596,Lettuce,Produce,1,25.97,37.93,20,0.23,411,11.73,33.48
P00597,Frozen Fries,Frozen,1,18.39,25.08,20,0.63,10,8.13,23.04
P00598,Fish Fillet,Meat,4,43.33,48.42,17,0.54,490,7.59,44.74
P00599,Sausage,Meat,3,63.01,88.0,19,0.28,78,9.63,79.53
P00600,Bagel,Bakery,2,91.91,104.18,20,0.9,219,4.5,99.49
P00601,Croissant,Bakery,1,73.82,104.51,19,0.62,276,8.97,95.14
P00602,Butter,Dairy,2,71.9,88.18,12,0.29,228,15.99,74.08
P00603,Frozen Vegetables,Frozen,3,86.95,110.38,12,0.69,358,11.19,98.03
P00604,Minced Beef,Meat,4,59.69,78.97,6,0.5,294,16.2,66.18
P00605,Pork Chops,Meat,3,61.99,87.39,13,0.79,447,9.54,79.05
P00606,Yogurt,Dairy,4,80.48,119.09,4,0.37,215,18.87,96.62
P00607,Donut,Bakery,5,72.74,100.58,6,0.51,335,14.91,85.58
P00608,Milk,Dairy,2,52.45,70.29,3,0.25,123,23.1,54.05
P00609,Bread,Bakery,5,13.4,16.8,13,0.69,276,8.04,15.45
P00610,Donut,Bakery,1,95.11,135.83,16,0.55,113,11.85,119.73
P00611,Frozen Vegetables,Frozen,2,13.02,17.44,17,0.76,324,8.01,16.04
P00612,Tomato,Produce,1,42.38,57.72,6,0.27,151,21.87,45.1
P00613,Pork Chops,Meat,4,46.49,54.86,1,0.79,45,17.34,45.35
P00614,Cream,Dairy,3,75.35,99.74,19,0.48,427,7.83,91.93
P00615,Croissant,Bakery,5,96.68,123.93,13,0.66,143,8.31,113.63
P00616,Carrot,Produce,5,19.58,22.1,10,0.47,69,12.27,19.39
P00617,Frozen Vegetables,Frozen,5,83.18,110.63,15,0.97,298,4.02,106.18
P00618,Minced Beef,Meat,3,96.51,123.87,15,0.92,451,6.87,115.36
P00619,Butter,Dairy,1,33.2,41.6,8,0.74,127,16.14,34.89
P00620,Bagel,Bakery,3,56.49,62.36,9,0.4,57,16.05,52.35
P00621,Pork Chops,Meat,1,59.91,70.18,11,0.48,467,16.23,58.79
P00622,Frozen Vegetables,Frozen,2,95.24,130.79,7,0.6,112,16.95,108.62
P00623,Tomato,Produce,2,88.55,104.73,7,0.87,438,14.52,89.52
P00624,Frozen Vegetables,Frozen,2,80.1,91.95,3,0.74,349,18.69,74.76
P00625,Fish Fillet,Meat,1,78.78,103.72,2,0.88,200,19.38,83.62
P00626,Frozen Vegetables,Frozen,4,90.83,131.92,19,0.9,261,2.85,128.16
P00627,Lettuce,Produce,3,45.81,64.14,5,0.24,419,20.49,51.0
P00628,Sausage,Meat,5,12.93,16.02,6,0.57,71,14.37,13.72
P00629,Frozen Berries,Frozen,3,72.03,79.57,7,0.5,61,16.65,66.32
P00630,Muffin,Bakery,5,87.57,102.88,9,0.39,251,13.74,88.74
P00631,Frozen Vegetables,Frozen,3,26.55,33.71,14,0.76,200,9.06,30.66
P00632,Bagel,Bakery,3,50.57,67.19,19,0.75,426,5.4,63.56
P00633,Cheese,Dairy,2,59.98,86.52,7,0.32,388,19.47,69.67
P00634,Carrot,Produce,1,25.89,33.65,17,0.63,171,10.38,30.16
P00635,Pork Chops,Meat,3,60.59,80.41,13,0.28,93,14.13,69.05
P00636,Yogurt,Dairy,3,52.89,71.5,15,0.8,143,7.95,65.82
P00637,Muffin,Bakery,5,60.17,85.68,12,0.22,72,13.02,74.52
P00638,Donut,Bakery,2,61.92,84.21,18,0.34,409,11.04,74.91
P00639,Muffin,Bakery,3,70.59,91.41,15,0.91,205,6.96,85.05
P00640,Frozen Vegetables,Frozen,4,66.85,77.41,6,0.71,485,14.31,66.33
P00641,Bagel,Bakery,5,61.45,88.46,3,0.26,185,19.41,71.29
P00642,Banana,Produce,3,68.77,95.19,20,0.72,148,4.92,90.51
P00643,Pork Chops,Meat,5,56.88,72.81,6,0.35,21,16.35,60.91
P00644,Tomato,Produce,2,69.58,102.71,3,0.37,213,22.02,80.09
P00645,Milk,Dairy,1,94.31,121.59,2,0.22,213,25.32,90.8
P00646,Frozen Pizza,Frozen,1,33.62,39.07,13,0.45,136,15.0,33.21
P00647,Bagel,Bakery,2,21.81,31.31,1,0.23,192,24.78,23.55
P00648,Bagel,Bakery,4,97.75,128.66,9,0.64,79,12.69,112.33
P00649,Ice Cream,Frozen,5,63.78,86.26,19,0.55,337,4.8,82.12
P00650,Frozen Vegetables,Frozen,3,53.35,63.53,3,0.55,197,19.2,51.33
P00651,Pork Chops,Meat,2,37.32,41.05,5,0.48,250,19.53,33.03
P00652,Frozen Pizza,Frozen,4,95.23,122.93,1,0.81,418,17.16,101.84
P00653,Donut,Bakery,2,81.71,107.8,7,0.53,297,17.58,88.85
P00654,Sausage,Meat,2,24.69,34.44,13,0.86,122,10.11,30.96
P00655,Bread,Bakery,4,66.28,86.6,20,0.85,360,2.55,84.39
P00656,Muffin,Bakery,5,82.79,104.74,3,0.35,158,18.6,85.26
P00657,Butter,Dairy,5,50.75,70.04,16,0.35,19,8.85,63.84
P00658,Spinach,Produce,5,11.99,17.85,10,0.42,376,12.72,15.58
P00659,Chicken Breast,Meat,2,18.12,20.04,7,0.47,169,18.12,16.41
P00660,Pork Chops,Meat,4,72.72,80.92,3,0.87,497,15.12,68.68
P00661,Spinach,Produce,3,79.81,90.07,16,0.35,468,11.25,79.94
P00662,Bagel,Bakery,1,20.98,29.52,8,0.51,236,18.21,24.14
P00663,Tomato,Produce,1,27.93,38.94,4,0.62,116,20.22,31.07
P00664,Sausage,Meat,3,94.26,109.67,2,0.8,291,17.7,90.26
P00665,Frozen Pizza,Frozen,3,53.31,65.01,12,0.91,452,9.21,59.02
P00666,Spinach,Produce,2,66.96,82.35,6,0.84,309,15.54,69.55
P00667,Butter,Dairy,2,10.8,12.06,16,0.75,89,8.85,10.99
P00668,Bread,Bakery,2,24.19,27.49,20,0.47,398,8.37,25.19
P00669,Milk,Dairy,3,68.01,93.89,4,0.3,129,20.7,74.45
P00670,Donut,Bakery,3,82.5,105.23,7,0.22,203,19.17,85.06
P00671,Croissant,Bakery,3,90.88,117.61,15,0.65,287,9.3,106.67
P00672,Minced Beef,Meat,5,26.8,33.21,15,0.42,435,8.97,30.23
P00673,Frozen Fries,Frozen,2,16.2,18.82,10,0.86,287,12.36,16.49
P00674,Bagel,Bakery,1,79.83,103.97,6,0.91,327,16.11,87.22
P00675,Donut,Bakery,2,38.86,43.73,18,0.86,107,6.36,40.95
P00676,Frozen Berries,Frozen,5,23.87,28.96,14,0.71,66,7.11,26.9
P00677,Cream,Dairy,1,13.94,20.56,6,0.9,113,16.2,17.23
P00678,Butter,Dairy,2,18.89,25.09,13,0.73,279,11.28,22.26
P00679,Frozen Fries,Frozen,3,14.42,17.14,3,0.21,481,22.26,13.32
P00680,Tomato,Produce,4,93.56,134.06,15,0.84,41,6.39,125.49
P00681,Donut,Bakery,4,83.98,119.06,2,0.86,146,15.96,100.06
P00682,Frozen Pizza,Frozen,1,85.1,96.26,7,0.97,59,14.82,81.99
P00683,Yogurt,Dairy,5,44.68,52.6,8,0.66,495,12.06,46.26
P00684,Lettuce,Produce,5,47.37,54.11,19,0.49,244,5.34,51.22
