product_id,product_name,category,base_price,days_to_expiry,demand_factor,current_stock,adjusted_price
WMT00435,Product_435,Dairy,158.58,2,1.46,209,222.27
WMT00436,Product_436,Dairy,57.7,9,0.83,255,39.27
WMT00437,Product_437,Fruits,169.88,29,0.75,77,101.93
WMT00438,Product_438,Meat,44.18,1,0.71,41,30.74
WMT00439,Product_439,Bakery,40.33,17,0.63,288,20.33
WMT00440,Product_440,Fruits,55.71,22,1.46,160,65.07
WMT00441,Product_441,Dairy,97.68,25,1.0,193,78.14
WMT00442,Product_442,Dairy,162.25,30,0.56,216,72.69
WMT00443,Product_443,Bakery,147.95,11,1.2,64,142.03
WMT00444,Product_444,Vegetables,198.84,7,0.82,87,140.22
WMT00445,Product_445,Fruits,173.66,20,0.56,71,77.8
WMT00446,Product_446,Fruits,58.23,25,0.9,21,41.93
WMT00447,Product_447,Vegetables,120.63,15,0.75,252,72.38
WMT00448,Product_448,Bakery,191.5,21,1.28,181,196.1
WMT00449,Product_449,Bakery,159.64,13,1.0,255,127.71
WMT00450,Product_450,Dairy,33.08,3,1.32,42,41.05
WMT00451,Product_451,Vegetables,125.72,8,0.77,294,81.32
WMT00452,Product_452,Bakery,143.11,12,1.05,286,120.21
WMT00453,Product_453,Meat,110.77,18,1.36,89,120.52
WMT00454,Product_454,Fruits,164.19,25,0.64,227,84.07
WMT00455,Product_455,Dairy,61.93,15,1.42,228,70.35
WMT00456,Product_456,Vegetables,180.54,17,0.56,71,80.88
WMT00457,Product_457,Dairy,145.72,6,1.1,253,141.06
WMT00458,Product_458,Bakery,28.4,11,1.38,41,31.35
WMT00459,Product_459,Bakery,126.43,22,1.48,55,149.69
WMT00460,Product_460,Meat,104.42,9,0.97,124,83.06
WMT00461,Product_461,Fruits,194.34,6,1.35,225,230.88
WMT00462,Product_462,Vegetables,79.3,24,0.97,130,61.54
WMT00463,Product_463,Dairy,158.84,7,1.14,187,155.73
WMT00464,Product_464,Fruits,112.27,10,0.64,124,57.48
WMT00465,Product_465,Bakery,161.68,5,0.9,25,130.96
WMT00466,Product_466,Fruits,51.78,27,0.59,10,24.44
WMT00467,Product_467,Dairy,119.96,24,0.65,142,62.38
WMT00468,Product_468,Fruits,120.11,15,1.12,231,107.62
WMT00469,Product_469,Bakery,192.94,14,1.01,192,155.9
WMT00470,Product_470,Fruits,31.83,23,1.2,90,30.56
WMT00471,Product_471,Vegetables,114.61,29,0.63,90,57.76
WMT00472,Product_472,Fruits,154.44,28,0.75,238,92.66
WMT00473,Product_473,Vegetables,70.27,30,0.61,274,34.29
WMT00474,Product_474,Fruits,49.9,6,0.73,98,32.06
WMT00475,Product_475,Bakery,36.47,29,1.02,295,29.76
WMT00476,Product_476,Meat,191.66,21,1.34,21,205.46
WMT00477,Product_477,Meat,180.33,30,0.71,246,102.43
WMT00478,Product_478,Vegetables,38.86,17,1.21,171,37.62
WMT00479,Product_479,Vegetables,48.71,5,0.68,128,29.81
WMT00480,Product_480,Meat,89.56,13,0.6,191,42.99
WMT00481,Product_481,Bakery,131.44,12,0.78,148,82.02
WMT00482,Product_482,Bakery,99.34,1,1.2,271,116.82
WMT00483,Product_483,Fruits,89.78,29,1.31,96,94.09
WMT00484,Product_484,Vegetables,59.1,19,0.85,265,40.19
WMT00485,Product_485,Bakery,43.61,23,0.71,47,24.77
WMT00486,Product_486,Dairy,58.25,25,0.8,204,37.28
WMT00487,Product_487,Fruits,43.93,25,1.11,294,39.01
WMT00488,Product_488,Fruits,108.08,23,1.18,74,102.03
WMT00489,Product_489,Meat,40.4,12,1.22,42,39.43
WMT00490,Product_490,Vegetables,161.58,7,1.31,127,182.04
WMT00491,Product_491,Bakery,23.05,21,0.75,127,13.83
WMT00492,Product_492,Bakery,51.99,14,1.37,290,56.98
WMT00493,Product_493,Fruits,64.01,11,1.08,191,55.3
WMT00494,Product_494,Vegetables,45.3,2,1.01,58,43.92
WMT00495,Product_495,Vegetables,174.08,3,0.99,205,162.0
WMT00496,Product_496,Vegetables,114.66,12,0.9,231,82.56
WMT00497,Product_497,Meat,119.25,29,1.13,111,107.8
WMT00498,Product_498,Bakery,177.12,8,0.75,66,111.59
WMT00499,Product_499,Vegetables,115.95,21,0.63,272,58.44
WMT00500,Product_500,Meat,129.99,4,1.1,145,131.55
WMT00501,Product_501,Dairy,50.02,16,1.34,294,53.62
WMT00502,Product_502,Fruits,94.61,23,0.76,127,57.52
WMT00503,Product_503,Bakery,24.38,28,1.23,156,23.99
WMT00504,Product_504,Bakery,67.11,20,1.34,72,71.94
WMT00505,Product_505,Fruits,88.59,2,1.05,109,89.3
WMT00506,Product_506,Dairy,43.45,4,1.4,162,55.96
WMT00507,Product_507,Meat,101.64,22,0.65,199,52.85
WMT00508,Product_508,Fruits,177.83,20,0.65,256,92.47
WMT00509,Product_509,Meat,36.1,9,0.63,35,18.65
WMT00510,Product_510,Meat,179.87,4,0.87,297,143.97
WMT00511,Product_511,Meat,38.53,10,1.44,62,44.39
WMT00512,Product_512,Dairy,123.46,22,0.91,263,89.88
WMT00513,Product_513,Dairy,60.54,25,0.81,252,39.23
WMT00514,Product_514,Meat,188.15,26,0.79,171,118.91
WMT00515,Product_515,Vegetables,23.35,18,0.65,121,12.14
WMT00516,Product_516,Bakery,181.8,30,0.81,159,117.81
WMT00517,Product_517,Dairy,32.5,30,0.89,117,23.14
WMT00518,Product_518,Vegetables,128.35,18,0.66,122,67.77
WMT00519,Product_519,Vegetables,171.0,21,1.24,252,169.63
WMT00520,Product_520,Bakery,156.39,26,1.1,155,137.62
WMT00521,Product_521,Meat,31.6,23,0.85,253,21.49
WMT00522,Product_522,Vegetables,91.45,7,0.9,152,70.78
WMT00523,Product_523,Vegetables,134.7,18,1.43,173,154.1
WMT00524,Product_524,Vegetables,48.1,22,1.33,195,51.18
WMT00525,Product_525,Meat,117.78,3,0.56,124,62.0
WMT00526,Product_526,Meat,23.24,2,0.58,23,12.94
WMT00527,Product_527,Dairy,58.76,25,0.87,199,40.9
WMT00528,Product_528,Dairy,100.78,25,1.43,83,115.29
WMT00529,Product_529,Vegetables,25.76,27,0.54,253,11.13
WMT00530,Product_530,Meat,25.38,30,0.68,223,13.81
WMT00531,Product_531,Meat,121.82,20,0.77,62,75.04
WMT00532,Product_532,Bakery,179.72,26,0.84,133,120.77
WMT00533,Product_533,Vegetables,179.78,11,1.39,292,199.92
WMT00534,Product_534,Dairy,36.38,28,0.57,11,16.59
WMT00535,Product_535,Bakery,127.42,14,0.69,41,70.34
WMT00536,Product_536,Meat,20.88,5,0.7,201,13.15
WMT00537,Product_537,Dairy,175.8,8,1.43,219,211.17
WMT00538,Product_538,Vegetables,156.0,26,1.04,131,129.79
WMT00539,Product_539,Meat,89.87,3,1.41,142,119.11
WMT00540,Product_540,Vegetables,89.75,4,0.69,241,56.97
WMT00541,Product_541,Bakery,175.76,2,1.07,151,180.54
WMT00542,Product_542,Bakery,62.52,16,1.05,131,52.52
WMT00543,Product_543,Bakery,92.54,9,0.67,284,50.84
WMT00544,Product_544,Fruits,188.42,25,0.77,88,116.07
WMT00545,Product_545,Vegetables,109.16,12,0.68,295,59.38
WMT00546,Product_546,Bakery,181.01,22,1.05,266,152.05
WMT00547,Product_547,Bakery,48.21,25,0.82,80,31.63
WMT00548,Product_548,Vegetables,133.9,6,1.08,180,127.26
WMT00549,Product_549,Bakery,70.82,22,0.96,251,54.39
WMT00550,Product_550,Vegetables,28.74,4,0.63,285,16.66
WMT00551,Product_551,Meat,148.34,29,1.17,197,138.85
WMT00552,Product_552,Vegetables,192.07,12,0.92,165,141.36
WMT00553,Product_553,Vegetables,21.3,15,0.8,190,13.63
WMT00554,Product_554,Fruits,152.45,14,1.42,187,173.18
WMT00555,Product_555,Meat,181.29,12,1.18,172,171.14
WMT00556,Product_556,Fruits,144.18,8,1.34,19,162.29
WMT00557,Product_557,Bakery,179.74,2,1.31,168,226.04
WMT00558,Product_558,Vegetables,83.15,15,1.35,65,89.8
WMT00559,Product_559,Meat,63.38,13,0.78,171,39.55
WMT00560,Product_560,Fruits,57.23,15,1.15,290,52.65
WMT00561,Product_561,Vegetables,24.9,24,0.92,258,18.33
WMT00562,Product_562,Dairy,191.85,28,1.37,24,210.27
WMT00563,Product_563,Fruits,147.85,29,0.87,153,102.9
WMT00564,Product_564,Meat,95.82,20,1.47,268,112.68
WMT00565,Product_565,Fruits,78.58,22,1.3,36,81.72
WMT00566,Product_566,Fruits,32.28,20,1.35,204,34.86
WMT00567,Product_567,Fruits,76.22,22,0.51,30,31.1
WMT00568,Product_568,Bakery,170.04,18,1.09,214,148.27
WMT00569,Product_569,Dairy,68.98,27,1.15,249,63.46
WMT00570,Product_570,Meat,188.91,22,0.8,101,120.9
WMT00571,Product_571,Meat,107.36,16,0.75,153,64.42
WMT00572,Product_572,Meat,26.39,26,1.32,143,27.87
WMT00573,Product_573,Vegetables,180.99,18,0.67,126,97.01
WMT00574,Product_574,Meat,139.8,11,1.06,75,118.55
WMT00575,Product_575,Meat,165.82,30,1.04,108,137.96
WMT00576,Product_576,Dairy,190.57,26,1.44,54,219.54
WMT00577,Product_577,Vegetables,38.09,28,0.93,294,28.34
WMT00578,Product_578,Vegetables,59.84,11,0.74,78,35.43
WMT00579,Product_579,Fruits,42.6,20,1.49,13,50.78
WMT00580,Product_580,Bakery,126.5,23,1.4,178,141.68
WMT00581,Product_581,Vegetables,99.76,7,1.16,36,99.52
WMT00582,Product_582,Vegetables,29.92,28,0.63,163,15.08
WMT00583,Product_583,Dairy,175.66,7,1.44,213,217.54
WMT00584,Product_584,Meat,125.57,29,1.36,289,136.62
WMT00585,Product_585,Vegetables,188.64,6,0.8,161,132.8
WMT00586,Product_586,Vegetables,162.72,20,1.13,32,147.1
WMT00587,Product_587,Bakery,72.81,5,1.11,269,72.74
WMT00588,Product_588,Dairy,20.02,13,1.13,160,18.1
WMT00589,Product_589,Bakery,75.69,23,1.27,11,76.9
WMT00590,Product_590,Vegetables,134.79,24,1.26,142,135.87
WMT00591,Product_591,Vegetables,56.28,5,0.62,111,31.4
WMT00592,Product_592,Dairy,122.07,16,0.81,145,79.1
WMT00593,Product_593,Fruits,142.45,20,1.31,262,149.29
WMT00594,Product_594,Fruits,94.68,20,0.54,146,40.9
WMT00595,Product_595,Vegetables,62.99,8,1.15,260,60.85
WMT00596,Product_596,Vegetables,121.42,29,0.71,258,68.97
WMT00597,Product_597,Bakery,60.01,21,0.61,299,29.28
WMT00598,Product_598,Bakery,89.1,28,0.81,258,57.74
WMT00599,Product_599,Bakery,138.97,13,1.01,274,112.29
WMT00600,Product_600,Meat,113.15,23,1.03,87,93.24
WMT00601,Product_601,Vegetables,191.48,28,0.82,225,125.61
WMT00602,Product_602,Meat,106.49,30,1.41,271,120.12
WMT00603,Product_603,Fruits,56.11,11,0.9,227,40.4
WMT00604,Product_604,Vegetables,128.9,27,1.48,89,152.62
WMT00605,Product_605,Vegetables,125.85,24,0.74,161,74.5
WMT00606,Product_606,Dairy,177.25,22,1.2,175,170.16
WMT00607,Product_607,Vegetables,23.5,28,1.1,275,20.68
WMT00608,Product_608,Fruits,22.1,12,1.1,109,19.45
WMT00609,Product_609,Vegetables,163.17,24,1.48,46,193.19
WMT00610,Product_610,Meat,73.72,27,0.7,161,41.28
WMT00611,Product_611,Vegetables,90.53,4,0.86,27,71.63
WMT00612,Product_612,Meat,142.7,8,1.12,69,134.25
WMT00613,Product_613,Bakery,107.87,28,1.34,236,115.64
WMT00614,Product_614,Bakery,27.88,15,0.74,66,16.5
WMT00615,Product_615,Dairy,148.41,29,0.66,148,78.36
WMT00616,Product_616,Vegetables,97.49,22,1.01,257,78.77
WMT00617,Product_617,Bakery,63.41,20,0.89,99,45.15
WMT00618,Product_618,Bakery,41.83,15,1.29,235,43.17
WMT00619,Product_619,Dairy,90.44,28,1.02,27,73.8
WMT00620,Product_620,Dairy,20.98,21,1.27,130,21.32
WMT00621,Product_621,Vegetables,169.47,27,1.06,111,143.71
WMT00622,Product_622,Meat,23.2,21,0.88,194,16.33
WMT00623,Product_623,Vegetables,123.96,13,0.93,146,92.23
WMT00624,Product_624,Meat,158.34,25,0.65,294,82.34
WMT00625,Product_625,Dairy,182.72,16,1.27,134,185.64
WMT00626,Product_626,Fruits,86.63,12,1.32,174,91.48
WMT00627,Product_627,Vegetables,171.58,30,1.26,113,172.95
WMT00628,Product_628,Fruits,111.96,1,1.42,127,155.8
WMT00629,Product_629,Meat,141.59,22,0.92,219,104.21
WMT00630,Product_630,Vegetables,149.34,27,0.68,81,81.24
WMT00631,Product_631,Fruits,72.28,28,0.68,86,39.32
WMT00632,Product_632,Fruits,174.86,25,1.19,230,166.47
WMT00633,Product_633,Vegetables,71.76,24,1.31,260,75.2
WMT00634,Product_634,Fruits,49.04,21,1.3,248,51.0
WMT00635,Product_635,Vegetables,37.58,6,1.24,176,41.01
WMT00636,Product_636,Fruits,39.0,9,1.36,37,43.49
WMT00637,Product_637,Dairy,136.21,3,0.53,233,67.86
WMT00638,Product_638,Vegetables,127.6,18,1.01,111,103.1
WMT00639,Product_639,Dairy,45.28,11,1.01,255,36.59
WMT00640,Product_640,Bakery,50.45,30,1.1,120,44.4
WMT00641,Product_641,Dairy,37.09,3,0.77,99,26.85
WMT00642,Product_642,Fruits,195.96,19,0.7,185,109.74
WMT00643,Product_643,Meat,38.93,5,1.43,198,50.1
WMT00644,Product_644,Dairy,114.01,18,0.55,144,50.16
WMT00645,Product_645,Dairy,187.64,17,0.52,33,78.06
WMT00646,Product_646,Dairy,21.25,1,1.12,141,23.32
WMT00647,Product_647,Meat,153.94,27,0.9,66,110.84
WMT00648,Product_648,Meat,171.75,6,0.63,288,95.22
WMT00649,Product_649,Dairy,40.18,14,1.21,167,38.89
WMT00650,Product_650,Bakery,107.59,27,1.0,194,86.07
WMT00651,Product_651,Meat,82.83,2,0.92,269,73.16
WMT00652,Product_652,Meat,102.16,24,0.82,214,67.02
WMT00653,Product_653,Meat,81.84,23,1.47,91,96.24
WMT00654,Product_654,Vegetables,185.45,21,0.96,112,142.43
WMT00655,Product_655,Dairy,153.74,1,0.66,300,99.44
WMT00656,Product_656,Bakery,186.5,12,1.02,49,152.18
WMT00657,Product_657,Meat,90.18,24,1.38,110,99.56
WMT00658,Product_658,Vegetables,182.65,28,1.01,209,147.58
WMT00659,Product_659,Fruits,105.17,28,1.17,262,98.44
WMT00660,Product_660,Fruits,83.78,7,0.9,236,64.85
WMT00661,Product_661,Meat,23.76,6,0.7,167,14.64
WMT00662,Product_662,Bakery,92.22,14,0.6,134,44.27
WMT00663,Product_663,Bakery,179.37,28,0.53,141,76.05
WMT00664,Product_664,Dairy,136.55,11,1.26,63,137.64
WMT00665,Product_665,Meat,139.14,16,0.85,147,94.62
WMT00666,Product_666,Fruits,141.26,28,1.0,202,113.01
WMT00667,Product_667,Dairy,183.35,23,0.54,235,79.21
WMT00668,Product_668,Bakery,132.91,10,0.64,46,68.05
WMT00669,Product_669,Dairy,71.08,22,0.74,264,42.08
WMT00670,Product_670,Fruits,55.33,22,1.15,15,50.9
WMT00671,Product_671,Bakery,128.74,12,0.86,44,88.57
WMT00672,Product_672,Vegetables,97.63,20,0.65,233,50.77
WMT00673,Product_673,Vegetables,96.5,4,0.83,162,73.69
WMT00674,Product_674,Meat,178.36,13,0.83,175,118.43
WMT00675,Product_675,Dairy,176.67,28,1.48,96,209.18
WMT00676,Product_676,Bakery,120.46,20,0.7,257,67.46
WMT00677,Product_677,Meat,156.55,10,1.45,117,181.6
WMT00678,Product_678,Dairy,109.83,11,0.69,188,60.63
WMT00679,Product_679,Fruits,192.23,24,1.18,82,181.47
WMT00680,Product_680,Bakery,21.83,9,0.86,17,15.39
WMT00681,Product_681,Dairy,179.89,20,0.95,44,136.72
WMT00682,Product_682,Bakery,66.28,4,0.81,125,49.39
WMT00683,Product_683,Dairy,194.57,14,1.04,116,161.88
WMT00684,Product_684,Fruits,120.03,6,0.52,160,54.93
WMT00685,Product_685,Bakery,107.51,8,0.53,126,47.86
WMT00686,Product_686,Vegetables,180.16,30,1.3,207,187.37
WMT00687,Product_687,Fruits,169.11,9,0.89,162,123.42
WMT00688,Product_688,Dairy,89.02,27,0.63,206,44.87
WMT00689,Product_689,Bakery,141.25,8,1.47,157,174.42
WMT00690,Product_690,Fruits,60.95,5,1.19,186,65.28
WMT00691,Product_691,Dairy,107.82,4,0.73,300,72.41
WMT00692,Product_692,Vegetables,155.37,16,0.73,156,90.74
WMT00693,Product_693,Vegetables,35.91,23,1.41,141,40.51
WMT00694,Product_694,Dairy,72.46,16,1.41,196,81.73
WMT00695,Product_695,Vegetables,45.68,9,1.08,36,40.45
WMT00696,Product_696,Fruits,193.49,5,1.3,12,226.38
WMT00697,Product_697,Vegetables,174.89,25,0.87,164,121.72
WMT00698,Product_698,Meat,104.42,20,1.46,25,121.96
WMT00699,Product_699,Vegetables,143.52,13,0.67,65,76.93
WMT00700,Product_700,Meat,124.77,11,0.77,239,76.86
WMT00701,Product_701,Bakery,98.81,22,1.01,241,79.84
WMT00702,Product_702,Fruits,73.18,24,1.04,222,60.89
WMT00703,Product_703,Bakery,59.22,12,1.05,244,49.74
WMT00704,Product_704,Bakery,175.45,11,0.64,201,89.83
WMT00705,Product_705,Vegetables,85.4,24,0.55,81,37.58
WMT00706,Product_706,Vegetables,86.28,13,1.11,26,76.62
WMT00707,Product_707,Vegetables,22.76,17,1.34,12,24.4
WMT00708,Product_708,Bakery,120.79,16,1.41,129,136.25
WMT00709,Product_709,Fruits,29.17,9,0.82,167,19.61
WMT00710,Product_710,Fruits,46.13,18,1.03,145,38.01
WMT00711,Product_711,Meat,131.1,22,0.78,43,81.81
WMT00712,Product_712,Dairy,23.32,26,0.53,67,9.89
WMT00713,Product_713,Fruits,96.78,13,1.03,171,79.75
WMT00714,Product_714,Vegetables,124.89,18,1.44,75,143.87
WMT00715,Product_715,Meat,74.9,1,0.82,92,60.19
WMT00716,Product_716,Vegetables,55.24,7,1.43,216,67.93
WMT00717,Product_717,Bakery,76.72,10,0.83,159,50.94
WMT00718,Product_718,Bakery,184.03,24,1.02,167,150.17
WMT00719,Product_719,Vegetables,65.77,12,1.07,35,56.3
WMT00720,Product_720,Fruits,166.06,2,1.0,295,159.42
WMT00721,Product_721,Dairy,143.83,17,0.77,138,88.6
WMT00722,Product_722,Vegetables,126.83,9,1.39,58,144.56
WMT00723,Product_723,Fruits,56.56,22,1.46,19,66.06
WMT00724,Product_724,Meat,133.25,11,0.51,286,54.37
WMT00725,Product_725,Vegetables,26.84,21,1.34,202,28.77
WMT00726,Product_726,Meat,161.0,23,0.74,251,95.31
WMT00727,Product_727,Fruits,24.46,16,0.97,89,18.98
WMT00728,Product_728,Fruits,113.73,7,1.22,156,119.33
WMT00729,Product_729,Fruits,48.71,26,1.49,24,58.06
WMT00730,Product_730,Fruits,78.21,8,1.2,121,78.84
WMT00731,Product_731,Bakery,136.1,13,1.31,19,142.63
WMT00732,Product_732,Fruits,40.96,15,1.32,180,43.25
WMT00733,Product_733,Bakery,147.76,29,0.83,139,98.11
WMT00734,Product_734,Dairy,139.7,15,0.5,228,55.88
WMT00735,Product_735,Bakery,99.55,14,1.12,194,89.2
WMT00736,Product_736,Meat,47.16,20,1.47,290,55.46
WMT00737,Product_737,Dairy,55.66,19,1.11,264,49.43
WMT00738,Product_738,Meat,21.09,23,1.36,279,22.95
WMT00739,Product_739,Vegetables,73.21,13,0.58,236,33.97
WMT00740,Product_740,Vegetables,108.56,22,0.86,160,74.69
WMT00741,Product_741,Bakery,161.18,7,0.64,236,88.71
WMT00742,Product_742,Meat,22.3,7,1.27,231,24.36
WMT00743,Product_743,Vegetables,51.22,24,0.6,266,24.59
WMT00744,Product_744,Vegetables,50.56,23,1.33,170,53.8
WMT00745,Product_745,Vegetables,78.14,19,0.55,53,34.38
WMT00746,Product_746,Dairy,184.84,10,1.44,299,212.94
WMT00747,Product_747,Dairy,138.93,20,0.66,133,73.36
WMT00748,Product_748,Fruits,34.45,11,1.4,85,38.58
WMT00749,Product_749,Meat,65.83,6,0.85,291,49.24
WMT00750,Product_750,Vegetables,36.8,26,0.97,232,28.56
WMT00751,Product_751,Meat,95.83,25,1.26,107,96.6
WMT00752,Product_752,Fruits,198.91,30,1.07,105,170.27
WMT00753,Product_753,Bakery,118.28,24,0.85,244,80.43
WMT00754,Product_754,Fruits,183.35,1,1.49,121,267.73
WMT00755,Product_755,Vegetables,82.36,16,0.77,49,50.73
WMT00756,Product_756,Bakery,186.7,20,0.92,67,137.41
WMT00757,Product_757,Bakery,108.52,5,0.54,90,52.74
WMT00758,Product_758,Fruits,67.86,24,1.09,295,59.17
WMT00759,Product_759,Vegetables,25.68,14,1.34,91,27.53
WMT00760,Product_760,Bakery,89.91,1,1.12,291,98.69
WMT00761,Product_761,Fruits,195.94,4,0.8,275,144.21
WMT00762,Product_762,Fruits,100.84,11,0.93,130,75.02
WMT00763,Product_763,Vegetables,26.51,16,1.29,270,27.36
WMT00764,Product_764,Fruits,158.84,5,1.27,12,181.55
WMT00765,Product_765,Fruits,68.27,8,0.9,150,51.61
WMT00766,Product_766,Fruits,49.65,8,0.79,66,32.95
WMT00767,Product_767,Meat,40.45,19,0.55,218,17.8
WMT00768,Product_768,Dairy,53.83,17,1.15,114,49.52
WMT00769,Product_769,Meat,56.75,1,1.02,243,56.73
WMT00770,Product_770,Fruits,155.93,4,0.94,221,134.85
WMT00771,Product_771,Dairy,129.98,8,1.09,236,119.01
WMT00772,Product_772,Bakery,93.1,25,0.75,12,55.86
WMT00773,Product_773,Meat,133.51,26,0.87,268,92.92
WMT00774,Product_774,Meat,38.6,9,1.46,230,46.21
WMT00775,Product_775,Meat,156.95,1,1.37,128,210.72
WMT00776,Product_776,Vegetables,192.72,3,1.2,94,217.39
WMT00777,Product_777,Fruits,180.07,3,0.97,192,164.19
WMT00778,Product_778,Bakery,117.77,12,0.9,211,84.79
WMT00779,Product_779,Bakery,164.24,4,0.76,264,114.84
WMT00780,Product_780,Bakery,96.19,6,1.08,178,91.42
WMT00781,Product_781,Fruits,138.97,2,0.94,294,125.41
WMT00782,Product_782,Dairy,83.71,22,0.7,146,46.88
WMT00783,Product_783,Meat,191.4,3,0.62,122,111.55
WMT00784,Product_784,Fruits,44.59,14,1.2,73,42.81
WMT00785,Product_785,Meat,30.96,10,1.07,261,26.5
WMT00786,Product_786,Fruits,171.33,13,1.42,154,194.63
WMT00787,Product_787,Meat,88.9,3,1.02,136,85.24
WMT00788,Product_788,Fruits,89.56,7,1.36,206,104.75
WMT00789,Product_789,Dairy,149.75,9,1.49,88,182.96
WMT00790,Product_790,Bakery,170.61,10,0.83,265,113.29
WMT00791,Product_791,Meat,199.99,22,1.38,60,220.79
WMT00792,Product_792,Fruits,87.68,15,1.14,141,79.96
WMT00793,Product_793,Dairy,103.44,16,0.87,71,71.99
WMT00794,Product_794,Dairy,166.99,21,1.36,261,181.69
WMT00795,Product_795,Bakery,88.83,28,1.07,99,76.04
WMT00796,Product_796,Fruits,79.56,4,0.88,84,64.41
WMT00797,Product_797,Meat,28.59,12,1.01,86,23.1
WMT00798,Product_798,Vegetables,67.07,2,0.8,290,51.51
WMT00799,Product_799,Dairy,83.54,14,1.05,133,70.17
WMT00800,Product_800,Dairy,154.04,9,0.71,19,89.68
WMT00801,Product_801,Bakery,34.0,2,0.54,164,17.63
WMT00802,Product_802,Fruits,176.05,26,0.52,273,73.24
WMT00803,Product_803,Vegetables,179.43,15,0.7,224,100.48
WMT00804,Product_804,Vegetables,75.03,9,0.8,245,49.22
WMT00805,Product_805,Vegetables,162.97,26,1.44,281,187.74
WMT00806,Product_806,Fruits,169.07,4,1.01,84,157.1
WMT00807,Product_807,Meat,123.25,11,1.35,278,133.11
WMT00808,Product_808,Dairy,121.66,10,1.11,267,108.03
WMT00809,Product_809,Fruits,84.11,12,1.07,181,72.0
WMT00810,Product_810,Vegetables,178.9,10,1.31,116,187.49
WMT00811,Product_811,Dairy,178.51,16,0.57,257,81.4
WMT00812,Product_812,Dairy,124.21,24,1.04,293,103.34
WMT00813,Product_813,Vegetables,50.71,26,0.54,136,21.91
WMT00814,Product_814,Vegetables,97.75,19,0.87,280,68.03
WMT00815,Product_815,Dairy,21.49,12,0.68,64,11.69
WMT00816,Product_816,Bakery,113.77,28,0.99,162,90.11
WMT00817,Product_817,Dairy,133.16,5,1.14,215,136.62
WMT00818,Product_818,Meat,157.65,29,1.33,100,167.74
WMT00819,Product_819,Meat,39.27,11,1.12,132,35.19
WMT00820,Product_820,Bakery,62.92,27,1.06,161,53.36
WMT00821,Product_821,Fruits,141.71,22,0.59,14,66.89
WMT00822,Product_822,Dairy,47.56,21,1.32,90,50.22
WMT00823,Product_823,Meat,143.03,30,1.5,48,171.64
WMT00824,Product_824,Dairy,45.37,3,1.03,204,43.93
WMT00825,Product_825,Bakery,64.3,1,0.96,141,60.49
WMT00826,Product_826,Vegetables,188.99,28,0.63,223,95.25
WMT00827,Product_827,Bakery,141.06,3,1.37,227,181.66
WMT00828,Product_828,Bakery,150.5,15,0.76,240,91.5
WMT00829,Product_829,Bakery,157.02,30,0.95,61,119.34
WMT00830,Product_830,Meat,80.72,21,1.27,137,82.01
WMT00831,Product_831,Bakery,121.6,4,0.83,151,92.85
WMT00832,Product_832,Vegetables,116.61,24,1.03,86,96.09
WMT00833,Product_833,Vegetables,193.61,21,0.94,282,145.59
WMT00834,Product_834,Vegetables,175.0,1,1.34,223,229.81
WMT00835,Product_835,Fruits,121.3,26,1.25,74,121.3
WMT00836,Product_836,Bakery,173.79,4,0.76,164,121.51
WMT00837,Product_837,Vegetables,26.36,5,1.42,282,33.69
WMT00838,Product_838,Fruits,82.8,6,0.58,77,42.26
WMT00839,Product_839,Bakery,115.42,11,0.98,102,90.49
WMT00840,Product_840,Bakery,56.93,5,0.95,104,48.68
WMT00841,Product_841,Dairy,128.85,9,1.31,300,138.41
WMT00842,Product_842,Bakery,199.94,21,1.32,141,211.14
WMT00843,Product_843,Dairy,27.69,3,1.21,125,31.49
WMT00844,Product_844,Meat,174.96,8,1.05,77,154.31
WMT00845,Product_845,Meat,55.06,14,1.26,93,55.5
WMT00846,Product_846,Fruits,194.74,23,1.16,246,180.72
WMT00847,Product_847,Dairy,108.02,2,1.2,65,124.44
WMT00848,Product_848,Meat,180.12,3,0.69,49,116.83
WMT00849,Product_849,Meat,152.11,22,0.78,173,94.92
WMT00850,Product_850,Meat,117.43,9,1.25,75,120.37
WMT00851,Product_851,Bakery,166.13,22,0.7,116,93.03
WMT00852,Product_852,Dairy,60.86,27,0.5,187,24.34
WMT00853,Product_853,Meat,182.23,12,0.78,261,113.71
WMT00854,Product_854,Dairy,72.11,14,0.65,275,37.5
WMT00855,Product_855,Vegetables,38.83,20,0.77,46,23.92
WMT00856,Product_856,Vegetables,97.54,6,1.43,155,122.74
WMT00857,Product_857,Bakery,105.46,15,0.51,292,43.03
WMT00858,Product_858,Vegetables,162.51,30,1.13,67,146.91
WMT00859,Product_859,Fruits,126.64,14,0.68,290,68.89
WMT00860,Product_860,Dairy,145.29,25,0.58,41,67.41
WMT00861,Product_861,Meat,176.78,9,0.59,102,85.53
WMT00862,Product_862,Fruits,124.7,2,1.36,28,162.81
